instance,best,avg. fitness, std fitness,best,avg. fitness, std fitness,best,avg. fitness, std fitness
F1,4.7425388276951154e-33,0.0,0.0,1737.8844940494423,15800.961,7727.899,6.4575393100603136e-167,0.0,0.0
