iter,fitness,time,XPL,XPT,DIV
98,5.839155801368179e-05,0.006,0.0,100.0,0.0
99,4.360742866538203e-05,0.006,0.0,100.0,0.0
100,2.1420527957616287e-05,0.005,0.0,100.0,0.0
101,2.0257109838439646e-05,0.007,0.0,100.0,0.0
102,1.3941233873993042e-05,0.005,0.0,100.0,0.0
103,1.131714128632666e-05,0.005,0.0,100.0,0.0
104,6.904029987708782e-06,0.005,0.0,100.0,0.0
105,3.5554805322135508e-06,0.005,0.0,100.0,0.0
106,2.2943976887290773e-06,0.006,0.0,100.0,0.0
107,1.4803990211476048e-06,0.006,0.0,100.0,0.0
108,9.21408513931965e-07,0.006,0.0,100.0,0.0
109,7.663042538297304e-07,0.006,0.0,100.0,0.0
110,4.989078092876298e-07,0.006,0.0,100.0,0.0
111,3.5800513842332293e-07,0.005,0.0,100.0,0.0
112,2.548841848692973e-07,0.006,0.0,100.0,0.0
113,2.457852019688289e-07,0.005,0.0,100.0,0.0
114,1.5315498558265972e-07,0.005,0.0,100.0,0.0
115,1.4143500948193832e-07,0.007,0.0,100.0,0.0
116,9.695247626950732e-08,0.005,0.0,100.0,0.0
117,5.249137302598683e-08,0.006,0.0,100.0,0.0
118,3.881399379679351e-08,0.005,0.0,100.0,0.0
119,2.7427688564785058e-08,0.006,0.0,100.0,0.0
120,1.6664159829815617e-08,0.006,0.0,100.0,0.0
121,1.2263512871868443e-08,0.006,0.0,100.0,0.0
122,1.2263512871868443e-08,0.005,0.0,100.0,0.0
123,1.2263512871868443e-08,0.006,0.0,100.0,0.0
124,7.306425686692819e-09,0.006,0.0,100.0,0.0
125,6.06831918048556e-09,0.006,0.0,100.0,0.0
126,4.460957825358491e-09,0.006,0.0,100.0,0.0
127,3.536399617587449e-09,0.006,0.0,100.0,0.0
128,2.137142018909799e-09,0.005,0.0,100.0,0.0
129,1.3704379853152204e-09,0.006,0.0,100.0,0.0
130,1.1063434612879064e-09,0.008,0.0,100.0,0.0
131,7.647145139344502e-10,0.006,0.0,100.0,0.0
132,5.211973075347487e-10,0.006,0.0,100.0,0.0
133,3.270201887062285e-10,0.006,0.0,100.0,0.0
134,2.5863755581667647e-10,0.006,0.0,100.0,0.0
135,1.9900880943168886e-10,0.005,0.0,100.0,0.0
136,1.2357759260339662e-10,0.005,0.0,100.0,0.0
137,7.150902092689648e-11,0.006,0.0,100.0,0.0
138,6.0992988437647e-11,0.006,0.0,100.0,0.0
139,5.582023732131347e-11,0.006,0.0,100.0,0.0
140,4.132516551180743e-11,0.006,0.0,100.0,0.0
141,2.8194335754960775e-11,0.005,0.0,100.0,0.0
142,1.7280399333685637e-11,0.005,0.0,100.0,0.0
143,1.1823431123048067e-11,0.006,0.0,100.0,0.0
144,9.663381206337363e-12,0.006,0.0,100.0,0.0
145,5.9685589803848416e-12,0.006,0.0,100.0,0.0
146,4.490630090003833e-12,0.008,0.0,100.0,0.0
147,3.467448550509289e-12,0.006,0.0,100.0,0.0
148,2.1600499167107046e-12,0.006,0.0,100.0,0.0
149,1.4210854715202004e-12,0.005,0.0,100.0,0.0
150,1.0800249583553523e-12,0.007,0.0,100.0,0.0
151,7.958078640513122e-13,0.006,0.0,100.0,0.0
152,6.821210263296962e-13,0.005,0.0,100.0,0.0
153,5.115907697472721e-13,0.006,0.0,100.0,0.0
154,5.115907697472721e-13,0.005,0.0,100.0,0.0
155,3.979039320256561e-13,0.005,0.0,100.0,0.0
156,2.2737367544323206e-13,0.006,0.0,100.0,0.0
157,1.1368683772161603e-13,0.006,0.0,100.0,0.0
158,1.1368683772161603e-13,0.006,0.0,100.0,0.0
159,1.1368683772161603e-13,0.006,0.0,100.0,0.0
160,1.1368683772161603e-13,0.006,0.0,100.0,0.0
161,5.684341886080802e-14,0.006,0.0,100.0,0.0
162,5.684341886080802e-14,0.005,0.0,100.0,0.0
163,5.684341886080802e-14,0.006,0.0,100.0,0.0
164,5.684341886080802e-14,0.006,0.0,100.0,0.0
165,0.0,0.005,0.0,100.0,0.0
166,0.0,0.006,0.0,100.0,0.0
167,0.0,0.007,0.0,100.0,0.0
168,0.0,0.005,0.0,100.0,0.0
169,0.0,0.006,0.0,100.0,0.0
170,0.0,0.006,0.0,100.0,0.0
171,0.0,0.006,0.0,100.0,0.0
172,0.0,0.005,0.0,100.0,0.0
173,0.0,0.006,0.0,100.0,0.0
174,0.0,0.006,0.0,100.0,0.0
175,0.0,0.005,0.0,100.0,0.0
176,0.0,0.005,0.0,100.0,0.0
177,0.0,0.006,0.0,100.0,0.0
178,0.0,0.006,0.0,100.0,0.0
179,0.0,0.005,0.0,100.0,0.0
180,0.0,0.007,0.0,100.0,0.0
181,0.0,0.006,0.0,100.0,0.0
182,0.0,0.005,0.0,100.0,0.0
183,0.0,0.005,0.0,100.0,0.0
184,0.0,0.005,0.0,100.0,0.0
185,0.0,0.005,0.0,100.0,0.0
186,0.0,0.006,0.0,100.0,0.0
187,0.0,0.006,0.0,100.0,0.0
188,0.0,0.006,0.0,100.0,0.0
189,0.0,0.005,0.0,100.0,0.0
190,0.0,0.005,0.0,100.0,0.0
191,0.0,0.005,0.0,100.0,0.0
192,0.0,0.005,0.0,100.0,0.0
193,0.0,0.006,0.0,100.0,0.0
194,0.0,0.005,0.0,100.0,0.0
195,0.0,0.006,0.0,100.0,0.0
196,0.0,0.006,0.0,100.0,0.0
197,0.0,0.006,0.0,100.0,0.0
198,0.0,0.007,0.0,100.0,0.0
199,0.0,0.005,0.0,100.0,0.0
200,0.0,0.006,0.0,100.0,0.0
201,0.0,0.006,0.0,100.0,0.0
202,0.0,0.005,0.0,100.0,0.0
203,0.0,0.006,0.0,100.0,0.0
204,0.0,0.006,0.0,100.0,0.0
205,0.0,0.006,0.0,100.0,0.0
206,0.0,0.006,0.0,100.0,0.0
207,0.0,0.006,0.0,100.0,0.0
208,0.0,0.005,0.0,100.0,0.0
209,0.0,0.006,0.0,100.0,0.0
210,0.0,0.006,0.0,100.0,0.0
211,0.0,0.005,0.0,100.0,0.0
212,0.0,0.007,0.0,100.0,0.0
213,0.0,0.005,0.0,100.0,0.0
214,0.0,0.007,0.0,100.0,0.0
215,0.0,0.006,0.0,100.0,0.0
216,0.0,0.005,0.0,100.0,0.0
217,0.0,0.006,0.0,100.0,0.0
218,0.0,0.006,0.0,100.0,0.0
219,0.0,0.005,0.0,100.0,0.0
220,0.0,0.006,0.0,100.0,0.0
221,0.0,0.006,0.0,100.0,0.0
222,0.0,0.006,0.0,100.0,0.0
223,0.0,0.006,0.0,100.0,0.0
224,0.0,0.005,0.0,100.0,0.0
225,0.0,0.005,0.0,100.0,0.0
226,0.0,0.006,0.0,100.0,0.0
227,0.0,0.006,0.0,100.0,0.0
228,0.0,0.005,0.0,100.0,0.0
229,0.0,0.005,0.0,100.0,0.0
230,0.0,0.006,0.0,100.0,0.0
231,0.0,0.006,0.0,100.0,0.0
232,0.0,0.007,0.0,100.0,0.0
233,0.0,0.005,0.0,100.0,0.0
234,0.0,0.006,0.0,100.0,0.0
235,0.0,0.005,0.0,100.0,0.0
236,0.0,0.005,0.0,100.0,0.0
237,0.0,0.006,0.0,100.0,0.0
238,0.0,0.006,0.0,100.0,0.0
239,0.0,0.006,0.0,100.0,0.0
240,0.0,0.006,0.0,100.0,0.0
241,0.0,0.006,0.0,100.0,0.0
242,0.0,0.005,0.0,100.0,0.0
243,0.0,0.005,0.0,100.0,0.0
244,0.0,0.005,0.0,100.0,0.0
245,0.0,0.006,0.0,100.0,0.0
246,0.0,0.006,0.0,100.0,0.0
247,0.0,0.006,0.0,100.0,0.0
248,0.0,0.007,0.0,100.0,0.0
