iter,fitness,time,XPL,XPT,DIV
1,12082.0,0.241,39.34,60.66,0.19
2,6058.0,0.56,24.22,75.78,0.117
3,3016.0,0.997,14.49,85.51,0.07
4,1567.0,1.351,9.11,90.89,0.044
5,913.0,1.265,5.38,94.62,0.026
6,557.0,1.402,3.31,96.69,0.016
7,462.0,1.448,2.28,97.72,0.011
8,447.0,1.302,1.86,98.14,0.009
